This file was created by CMPT_ME_PRIOR_RETS using the 202208 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
198306,     -3.81,     58.82,    186.71,     18.15,     58.44,    145.75
198307,      7.07,     67.60,    205.86,     26.48,     67.63,    163.59
198308,     15.81,     78.21,    226.04,     33.70,     76.72,    180.18
198309,      3.56,     56.32,    186.15,     19.59,     54.94,    133.06
198310,      4.33,     51.38,    167.21,     18.35,     50.87,    117.85
198311,     -5.59,     37.24,    131.25,     10.81,     36.51,     90.30
198312,    -14.37,     25.82,    101.62,     -1.28,     25.33,     64.49
198401,    -13.37,     29.78,    104.52,      1.27,     28.62,     71.59
198402,    -21.88,     22.34,     87.90,     -3.63,     22.90,     57.21
198403,    -24.05,     15.99,     72.38,     -8.53,     15.62,     47.19
198404,    -31.48,      5.31,     52.58,    -17.67,      4.98,     33.74
198405,    -35.43,      0.29,     45.49,    -22.99,      0.06,     29.05
198406,    -40.55,     -4.31,     34.75,    -27.45,     -4.33,     23.83
198407,    -47.20,    -12.45,     25.41,    -35.25,    -11.82,     14.14
198408,    -44.47,     -7.91,     28.80,    -30.92,     -7.55,     19.68
198409,    -46.89,     -9.63,     28.38,    -35.33,     -9.05,     17.40
198410,    -39.63,     -1.89,     36.35,    -26.44,     -2.06,     24.27
198411,    -36.89,      1.52,     40.41,    -21.31,      2.48,     27.09
198412,    -41.33,     -3.20,     36.38,    -27.55,     -2.24,     24.04
198501,    -42.87,     -3.41,     38.69,    -27.40,     -1.59,     25.30
198502,    -41.72,     -0.03,     41.10,    -25.94,      2.41,     29.99
198503,    -29.86,     16.02,     60.65,    -10.54,     18.78,     48.91
198504,    -28.63,     16.10,     64.91,    -10.80,     18.31,     51.47
198505,    -29.08,     16.05,     67.82,    -11.26,     17.89,     52.95
198506,    -26.73,     20.53,     78.96,     -7.27,     22.76,     60.96
198507,    -25.41,     23.64,     85.42,     -5.95,     26.20,     63.90
198508,    -20.64,     30.13,     94.60,      0.86,     32.93,     72.49
198509,    -27.25,     18.47,     77.46,     -8.28,     19.62,     52.24
198510,    -27.25,     17.59,     77.27,     -7.34,     18.80,     51.47
198511,    -30.01,     11.21,     66.53,    -10.34,     13.06,     43.16
198512,    -26.64,     17.40,     79.67,     -8.58,     20.10,     53.31
198601,    -22.87,     22.41,     88.45,     -3.31,     24.01,     61.12
198602,    -29.06,     16.94,     78.29,    -10.19,     18.59,     53.22
198603,    -30.14,     15.88,     79.17,    -11.84,     18.23,     54.18
198604,    -24.51,     26.42,     93.82,     -6.90,     29.97,     69.73
198605,    -18.75,     35.65,    107.04,     -0.49,     38.68,     79.55
198606,    -22.07,     27.61,     96.04,     -3.87,     29.39,     68.22
198607,    -19.77,     30.02,    106.21,     -0.44,     31.89,     75.82
198608,    -23.17,     29.14,    112.49,     -6.56,     33.19,     80.56
198609,    -29.30,     22.21,     97.07,    -16.53,     25.48,     72.77
198610,    -19.55,     35.17,    116.15,     -2.75,     39.49,     88.20
198611,    -23.72,     22.43,     86.52,     -7.55,     24.63,     62.37
198612,    -25.96,     20.22,     85.59,     -9.89,     22.14,     62.21
198701,    -30.01,     14.02,     75.64,    -13.20,     16.35,     54.35
198702,    -31.79,     10.16,     61.85,    -14.58,     11.81,     44.22
198703,    -29.48,     12.41,     71.67,    -12.97,     13.78,     50.22
198704,    -27.65,     12.58,     68.36,    -10.46,     13.56,     52.91
198705,    -25.59,     15.86,     79.23,     -8.69,     16.41,     57.60
198706,    -30.78,      7.42,     69.34,    -14.75,      8.78,     50.74
198707,    -30.83,      7.16,     69.94,    -16.00,      7.23,     53.01
198708,    -23.25,     19.13,     97.28,     -7.43,     20.90,     73.50
198709,    -24.75,     18.27,    100.47,    -10.47,     20.83,     69.63
198710,    -16.87,     29.85,    116.16,      1.17,     33.16,     86.06
198711,    -21.48,     22.63,    102.13,     -6.38,     23.91,     77.71
198712,    -43.70,     -9.44,     42.23,    -31.11,     -9.01,     23.38
198801,    -46.56,    -12.51,     35.72,    -33.92,    -11.06,     20.95
198802,    -50.34,    -15.62,     29.30,    -37.29,    -14.77,     17.34
198803,    -49.77,    -15.98,     26.17,    -37.62,    -14.32,     11.05
198804,    -46.48,    -12.02,     26.37,    -31.83,    -10.03,     15.68
198805,    -44.35,     -8.94,     32.20,    -30.41,     -7.60,     18.98
198806,    -44.57,     -8.55,     31.99,    -29.59,     -7.29,     19.25
198807,    -47.74,    -12.75,     25.30,    -32.60,    -11.78,     13.20
198808,    -46.25,    -10.43,     27.99,    -30.59,    -11.06,     14.76
198809,    -46.98,    -14.51,     22.84,    -33.35,    -14.48,      7.75
198810,    -47.88,    -15.28,     21.46,    -33.55,    -14.85,      8.25
198811,    -23.58,     18.30,     75.40,     -3.47,     17.54,     55.82
198812,    -18.73,     24.84,     86.57,      2.45,     25.05,     69.30
198901,    -26.28,     13.30,     70.35,     -7.96,     13.77,     50.94
198902,    -27.70,     11.58,     66.44,     -7.91,     10.57,     45.74
198903,    -26.78,     10.08,     62.12,     -9.84,      9.88,     43.42
198904,    -27.09,      8.86,     58.91,    -10.19,      9.43,     42.74
198905,    -27.67,     10.06,     63.25,    -10.75,     10.96,     45.41
198906,    -24.39,     15.41,     70.96,     -6.45,     16.37,     53.28
198907,    -26.23,     13.27,     70.72,    -10.27,     14.76,     48.45
198908,    -26.37,     14.00,     68.54,     -9.12,     15.19,     47.97
198909,    -20.91,     22.82,     87.31,     -3.06,     24.97,     63.99
198910,    -21.65,     22.14,     86.78,     -1.73,     23.98,     61.87
198911,    -22.85,     20.29,     86.97,     -3.52,     21.58,     63.83
198912,    -25.28,     18.09,     84.66,     -6.73,     19.65,     59.48
199001,    -28.66,     16.09,     84.23,    -11.54,     18.94,     58.34
199002,    -34.54,     10.56,     78.00,    -16.74,     14.16,     50.09
199003,    -39.19,      3.37,     62.37,    -22.81,      6.72,     38.50
199004,    -38.93,      2.93,     63.68,    -22.09,      6.14,     38.89
199005,    -38.88,      1.98,     61.73,    -21.82,      4.87,     35.86
199006,    -43.92,     -5.73,     49.79,    -29.83,     -3.77,     27.81
199007,    -39.60,     -0.24,     67.72,    -22.77,      2.93,     42.01
199008,    -42.64,     -4.93,     59.38,    -28.39,     -3.29,     33.23
199009,    -47.22,     -8.92,     56.42,    -34.32,     -7.53,     28.72
199010,    -54.56,    -19.27,     35.82,    -42.50,    -16.25,     16.90
199011,    -56.05,    -20.71,     35.08,    -45.59,    -18.51,     14.95
199012,    -60.56,    -24.68,     30.14,    -51.69,    -23.25,     11.24
199101,    -57.29,    -21.06,     32.96,    -46.81,    -18.09,     16.13
199102,    -53.07,    -11.48,     49.17,    -38.11,     -7.99,     31.28
199103,    -48.58,     -6.87,     54.55,    -34.72,     -4.62,     37.28
199104,    -42.96,     -1.68,     65.97,    -27.15,      0.80,     42.10
199105,    -37.21,      5.76,     82.20,    -19.23,      9.58,     55.18
199106,    -39.90,      0.00,     69.66,    -24.44,      2.18,     40.81
199107,    -36.47,      5.10,     75.58,    -18.87,      7.42,     47.92
199108,    -37.59,      3.29,     71.55,    -22.11,      5.33,     46.24
199109,    -27.71,     19.83,    106.17,    -10.41,     21.45,     77.46
199110,    -21.46,     31.17,    143.23,     -3.48,     33.25,    104.77
199111,    -17.23,     36.64,    158.86,      2.41,     36.95,    125.07
199112,    -19.91,     29.40,    154.34,     -3.06,     28.49,    102.76
199201,    -24.17,     20.79,    138.25,     -9.19,     22.03,     89.44
199202,    -27.12,     21.05,    142.95,    -10.80,     22.09,     88.28
199203,    -26.51,     16.69,    130.05,    -12.86,     16.70,     75.42
199204,    -27.87,     14.76,    123.65,    -13.11,     15.88,     66.94
199205,    -28.55,     13.13,    108.05,    -15.40,     13.50,     61.03
199206,    -32.22,      8.43,     90.28,    -19.16,      9.66,     50.61
199207,    -27.93,     14.00,    100.35,    -13.08,     14.56,     57.68
199208,    -32.68,      7.67,     84.91,    -18.99,      8.71,     48.07
199209,    -32.85,      8.59,     83.37,    -18.43,      9.73,     48.58
199210,    -33.88,      7.10,     76.51,    -18.13,      9.05,     44.52
199211,    -34.59,      7.38,     77.33,    -19.28,      8.64,     46.12
199212,    -30.28,     13.79,     89.28,    -12.87,     15.08,     58.50
199301,    -31.69,      9.41,     91.67,    -16.17,     10.41,     54.23
199302,    -35.40,      7.90,     81.82,    -18.70,      9.87,     45.71
199303,    -33.78,      8.38,     82.88,    -18.27,     10.52,     47.18
199304,    -33.64,     10.57,     82.13,    -17.66,     13.31,     53.30
199305,    -30.04,     14.55,     89.46,    -14.02,     17.61,     64.52
199306,    -30.48,     12.84,     81.60,    -14.51,     13.77,     59.38
199307,    -24.28,     19.25,     92.85,     -8.96,     18.97,     76.92
199308,    -25.84,     15.84,     91.14,    -11.97,     15.71,     70.90
199309,    -24.84,     18.71,    102.55,    -12.01,     19.11,     80.05
199310,    -22.68,     22.00,    108.85,     -9.74,     21.82,     84.70
199311,    -25.66,     19.28,    107.72,    -12.68,     19.81,     80.84
199312,    -27.85,     15.26,    100.64,    -15.35,     14.99,     67.34
199401,    -30.08,      9.67,     85.38,    -16.18,      9.38,     55.76
199402,    -30.86,      9.18,     78.00,    -16.09,      9.15,     53.21
199403,    -27.36,     11.86,     86.21,    -10.97,     11.27,     62.74
199404,    -29.61,      7.48,     75.94,    -14.51,      6.83,     58.24
199405,    -30.31,      5.96,     67.05,    -15.73,      4.79,     53.80
199406,    -33.43,      3.65,     58.64,    -18.85,      3.21,     46.00
199407,    -34.33,      2.44,     54.91,    -19.19,      2.45,     39.94
199408,    -36.24,      0.14,     48.37,    -21.38,      0.80,     34.58
199409,    -37.38,     -0.34,     47.21,    -22.65,     -0.58,     34.37
199410,    -35.94,      3.09,     52.02,    -20.28,      2.86,     42.88
199411,    -37.77,      0.10,     48.58,    -22.06,     -0.25,     38.72
199412,    -36.04,      2.17,     54.08,    -19.97,      2.62,     40.83
199501,    -41.39,     -5.06,     43.78,    -26.32,     -4.77,     29.25
199502,    -43.91,     -6.50,     39.99,    -27.51,     -6.41,     25.10
199503,    -41.58,     -4.33,     43.11,    -25.56,     -3.06,     24.57
199504,    -34.90,      3.50,     53.17,    -17.69,      5.20,     37.35
199505,    -34.00,      4.70,     58.11,    -16.32,      5.21,     41.64
199506,    -31.21,      6.35,     61.23,    -14.44,      7.52,     49.11
199507,    -26.43,     11.75,     75.91,     -9.29,     13.27,     58.76
199508,    -27.21,     10.56,     82.73,     -9.97,     12.04,     67.92
199509,    -27.15,     10.09,     85.60,    -11.42,     11.66,     67.08
199510,    -24.89,     14.45,     88.99,    -10.32,     15.97,     70.85
199511,    -23.92,     17.80,     93.98,     -9.19,     19.17,     71.61
199512,    -26.36,     19.16,     92.66,    -10.39,     21.23,     79.66
199601,    -25.42,     21.84,    104.10,     -8.23,     23.23,     85.33
199602,    -25.32,     23.71,    103.11,     -5.31,     25.15,     86.53
199603,    -25.02,     21.16,    100.75,     -8.66,     22.05,     79.70
199604,    -24.52,     21.25,    102.96,     -8.84,     21.82,     78.01
199605,    -23.13,     21.13,    102.94,     -9.00,     22.38,     83.66
199606,    -20.99,     20.50,    109.57,     -4.48,     20.83,     89.47
199607,    -20.58,     20.12,    116.15,     -6.80,     21.04,     89.31
199608,    -25.64,     15.30,     95.69,    -14.04,     16.90,     70.23
199609,    -33.07,      7.24,     73.23,    -21.76,      8.38,     55.01
199610,    -31.78,      9.04,     72.29,    -18.88,     10.37,     58.39
199611,    -25.97,     16.33,     90.76,    -11.69,     18.26,     76.03
199612,    -29.54,     13.45,     84.82,    -17.55,     14.03,     64.73
199701,    -28.45,     16.03,     89.80,    -12.30,     18.16,     68.66
199702,    -31.16,     15.22,     87.02,    -13.36,     16.82,     68.14
199703,    -28.96,     17.45,     89.32,    -11.99,     17.59,     65.25
199704,    -31.12,     14.96,     76.42,    -13.90,     15.36,     55.59
199705,    -38.13,      7.93,     56.55,    -22.04,      9.22,     44.01
199706,    -42.44,      6.81,     51.73,    -25.38,      7.79,     45.06
199707,    -34.69,     14.82,     65.42,    -14.14,     15.68,     59.55
199708,    -25.09,     28.35,     89.46,     -3.08,     28.79,     79.08
199709,    -25.15,     30.97,     95.83,     -2.47,     32.03,     87.73
199710,    -26.10,     27.09,     92.27,     -5.30,     27.06,     80.39
199711,    -20.68,     32.90,    106.40,      1.12,     33.68,     92.23
199712,    -25.85,     23.14,     89.68,     -8.59,     22.91,     72.94
199801,    -26.39,     24.24,     91.55,     -8.80,     24.68,     68.75
199802,    -31.99,     24.21,     85.44,    -13.52,     24.56,     69.53
199803,    -30.13,     21.47,     81.36,    -12.63,     22.26,     70.00
199804,    -21.39,     34.51,    106.98,     -1.23,     35.41,     93.61
199805,    -16.21,     39.37,    116.95,      2.68,     39.19,    102.47
199806,    -22.41,     29.70,    103.91,     -5.68,     29.77,     83.85
199807,    -28.85,     19.11,     86.06,    -14.52,     20.04,     68.87
199808,    -35.70,     11.36,     77.09,    -22.35,     13.44,     68.42
199809,    -43.76,      3.23,     66.88,    -31.77,      6.55,     59.93
199810,    -58.76,    -17.96,     28.03,    -50.07,    -16.74,     28.62
199811,    -55.32,    -12.28,     38.76,    -45.76,    -10.43,     41.68
199812,    -51.32,     -9.26,     42.44,    -39.09,     -6.38,     44.63
199901,    -47.34,     -7.45,     63.20,    -37.75,     -4.54,     51.26
199902,    -48.21,     -4.93,     70.04,    -36.22,     -1.06,     69.00
199903,    -51.93,    -13.59,     61.81,    -41.71,    -10.78,     65.70
199904,    -56.30,    -21.05,     44.74,    -49.33,    -18.83,     47.29
199905,    -57.40,    -23.16,     46.55,    -48.43,    -20.67,     52.52
199906,    -48.60,    -12.55,     78.80,    -38.82,     -9.77,     75.52
199907,    -45.26,    -10.35,     73.20,    -35.64,     -7.37,     63.97
199908,    -39.14,     -1.04,     95.79,    -27.84,      1.47,     82.62
199909,    -26.32,     17.17,    146.67,    -14.86,     19.29,    140.76
199910,    -32.83,      7.29,    123.79,    -22.71,      8.80,    132.23
199911,    -39.12,     -2.17,    105.05,    -29.30,     -1.17,    120.69
199912,    -45.42,     -6.71,     89.24,    -36.38,     -5.54,    112.21
200001,    -45.87,     -8.74,     99.43,    -36.82,     -8.44,    127.20
200002,    -45.17,     -6.75,    121.53,    -35.72,     -5.23,    154.15
200003,    -42.02,     -6.84,    129.06,    -35.35,     -5.55,    198.12
200004,    -44.60,     -9.83,    181.05,    -40.32,    -10.53,    284.25
200005,    -45.98,    -11.35,    155.72,    -41.55,    -11.67,    169.93
200006,    -48.03,    -12.42,    108.98,    -41.18,    -10.91,    138.83
200007,    -51.08,    -13.74,     77.04,    -43.42,    -12.31,    113.43
200008,    -51.02,    -13.37,    105.69,    -43.25,    -11.97,    139.92
200009,    -46.56,     -7.33,     96.85,    -38.74,     -6.05,    125.21
200010,    -44.04,     -0.20,    125.41,    -33.15,      2.26,    163.75
200011,    -46.50,      0.81,    128.65,    -34.94,      2.93,    161.05
200012,    -50.24,      0.93,    106.01,    -36.45,      2.89,    114.34
200101,    -59.21,     -2.43,     72.74,    -45.69,      0.00,     77.39
200102,    -57.60,      9.90,     93.85,    -42.11,     13.76,     93.78
200103,    -50.25,     20.24,     97.17,    -34.67,     24.22,     91.00
200104,    -56.46,     11.36,     75.10,    -41.74,     11.41,     75.55
200105,    -55.83,      7.86,     72.90,    -44.24,      8.56,     68.27
200106,    -48.13,     12.54,     83.38,    -33.58,     12.37,     74.30
200107,    -46.95,     19.60,     95.75,    -34.96,     20.51,     80.86
200108,    -46.17,     18.03,     93.59,    -30.80,     18.76,     73.58
200109,    -52.44,     11.46,     80.88,    -39.30,     12.02,     63.18
200110,    -54.11,     10.62,     79.51,    -37.06,     11.73,     63.31
200111,    -60.29,     -1.63,     65.15,    -48.55,     -1.17,     47.12
200112,    -51.33,      3.27,     81.92,    -38.23,      2.89,     54.22
200201,    -48.64,      1.57,     92.47,    -36.13,      1.19,     54.26
200202,    -48.35,      4.57,     77.83,    -35.39,      4.40,     44.72
200203,    -42.46,      5.59,     77.45,    -30.05,      5.43,     48.70
200204,    -39.42,     10.17,     87.47,    -26.40,     10.44,     54.14
200205,    -37.55,     12.06,     83.23,    -25.25,     12.27,     50.96
200206,    -42.95,      9.43,     76.35,    -29.12,      9.16,     51.28
200207,    -44.07,      8.44,     76.20,    -28.80,      8.33,     45.53
200208,    -46.04,      5.07,     69.77,    -33.88,      4.89,     39.08
200209,    -51.99,     -4.76,     51.78,    -41.02,     -4.26,     27.03
200210,    -43.28,      8.27,     73.84,    -28.34,      8.34,     50.05
200211,    -53.69,     -2.39,     53.95,    -40.94,     -1.89,     34.77
200212,    -56.93,     -6.34,     48.60,    -45.24,     -5.86,     29.93
200301,    -52.00,     -6.62,     45.94,    -39.31,     -6.70,     22.89
200302,    -55.96,     -9.41,     38.94,    -42.67,     -8.98,     19.49
200303,    -55.18,    -14.55,     35.62,    -42.73,    -13.82,     15.61
200304,    -60.13,    -22.52,     25.48,    -49.82,    -21.38,      7.18
200305,    -58.46,    -23.66,     23.41,    -50.07,    -22.09,      6.26
200306,    -51.45,    -16.25,     32.87,    -41.92,    -14.99,     16.69
200307,    -41.14,     -5.54,     58.42,    -29.92,     -4.38,     40.96
200308,    -27.63,      8.93,     87.89,    -15.92,      8.39,     71.32
200309,    -23.87,     12.09,    104.07,    -12.56,     10.76,     75.85
200310,    -12.09,     26.20,    148.96,     -1.12,     25.13,    118.33
200311,    -13.54,     22.45,    140.86,     -4.26,     20.37,     96.78
200312,    -14.09,     23.25,    128.53,     -2.24,     22.29,     81.91
200401,     -8.18,     30.27,    161.56,      1.79,     29.21,    104.60
200402,      1.35,     39.59,    171.59,     12.29,     38.76,    116.48
200403,      8.93,     47.43,    204.79,     17.90,     46.81,    134.74
200404,      9.50,     50.52,    208.13,     19.08,     50.43,    140.88
200405,      1.67,     39.74,    171.00,     11.13,     39.22,    106.76
200406,     -9.25,     27.05,    120.18,      1.41,     26.40,     74.26
200407,    -11.77,     24.76,    109.90,      0.20,     25.33,     71.52
200408,    -11.45,     25.15,    106.07,     -0.06,     25.35,     73.60
200409,    -21.68,     16.76,     85.48,    -10.86,     17.06,     55.81
200410,    -21.87,     19.00,     81.03,     -8.99,     19.21,     56.84
200411,    -25.75,     14.44,     74.60,    -13.50,     15.29,     52.03
200412,    -27.92,     11.72,     71.43,    -14.02,     13.05,     51.20
200501,    -24.32,     14.92,     75.94,    -11.66,     15.02,     55.92
200502,    -23.74,     15.36,     74.93,    -10.89,     15.82,     56.45
200503,    -27.52,     10.57,     65.86,    -14.80,     11.19,     50.43
200504,    -26.70,     12.61,     73.30,    -13.29,     12.96,     55.83
200505,    -25.53,     13.85,     73.22,    -12.59,     14.69,     54.18
200506,    -30.89,      8.48,     62.50,    -17.65,     10.20,     46.48
200507,    -28.83,      8.99,     68.06,    -16.41,     10.47,     47.10
200508,    -20.91,     16.24,     78.73,     -8.79,     17.50,     59.96
200509,    -15.18,     22.48,     94.92,     -3.37,     22.25,     72.00
200510,    -19.96,     16.58,     85.97,     -6.49,     16.71,     62.91
200511,    -20.86,     15.72,     88.64,     -9.29,     15.73,     64.76
200512,    -29.27,      5.20,     62.93,    -18.36,      5.96,     45.03
200601,    -30.75,      4.89,     64.64,    -17.20,      5.70,     45.57
200602,    -26.32,      7.99,     67.19,    -13.70,      8.72,     49.81
200603,    -23.48,     10.80,     74.35,    -11.54,     11.14,     57.97
200604,    -21.43,     12.58,     75.24,    -10.61,     12.99,     59.46
200605,    -15.26,     21.42,     95.25,     -4.15,     20.98,     83.53
200606,    -18.45,     16.42,     88.25,     -8.06,     15.98,     73.08
200607,    -24.24,      9.46,     71.88,    -13.54,      9.84,     56.83
200608,    -28.92,      4.65,     58.89,    -18.61,      5.72,     46.13
200609,    -29.74,      4.33,     55.84,    -20.88,      5.42,     38.21
200610,    -28.18,      6.35,     55.90,    -17.54,      7.30,     38.83
200611,    -23.59,     10.31,     63.75,    -12.07,     11.38,     44.32
200612,    -22.61,     10.84,     62.74,    -12.00,     12.01,     44.33
200701,    -20.35,     13.76,     68.13,     -9.17,     14.46,     48.78
200702,    -25.58,      9.19,     59.80,    -14.25,     10.16,     40.19
200703,    -22.23,     11.32,     63.21,     -9.68,     12.13,     42.92
200704,    -25.04,      7.79,     56.97,    -13.37,      9.12,     37.70
200705,    -25.95,      7.99,     58.30,    -14.22,      9.39,     39.54
200706,    -19.09,     15.05,     70.79,     -7.81,     16.30,     49.81
200707,    -15.57,     19.18,     80.34,     -3.16,     20.39,     58.36
200708,    -14.57,     20.11,     83.24,     -2.16,     20.90,     63.00
200709,    -22.93,     10.98,     72.69,    -11.32,     12.35,     54.40
200710,    -24.18,     10.28,     71.79,    -13.52,     11.79,     55.60
200711,    -27.55,      6.76,     68.77,    -17.22,      8.66,     53.12
200712,    -31.87,      3.94,     68.15,    -21.24,      7.16,     56.30
200801,    -40.20,     -2.72,     56.50,    -30.21,      1.07,     49.47
200802,    -44.66,     -6.47,     52.52,    -36.23,     -3.28,     47.44
200803,    -44.90,    -10.14,     36.09,    -35.16,     -7.74,     32.06
200804,    -48.51,    -13.74,     34.24,    -40.45,    -12.32,     30.25
200805,    -51.56,    -16.31,     27.62,    -43.90,    -15.06,     24.34
200806,    -52.77,    -16.12,     28.85,    -42.54,    -14.51,     27.13
200807,    -50.89,    -12.36,     39.19,    -39.37,    -10.23,     37.41
200808,    -54.48,    -16.26,     42.94,    -46.00,    -14.20,     40.62
200809,    -53.61,    -14.48,     38.09,    -45.03,    -12.91,     34.59
200810,    -51.85,    -12.33,     35.58,    -40.77,    -10.34,     29.38
200811,    -58.51,    -21.19,     17.90,    -49.19,    -20.35,      9.05
200812,    -69.33,    -36.73,      4.77,    -62.55,    -35.58,     -2.47
200901,    -76.13,    -44.92,      0.12,    -69.21,    -42.71,     -8.42
200902,    -74.05,    -39.47,      7.00,    -64.59,    -36.70,     -2.44
200903,    -75.59,    -43.48,      2.02,    -68.35,    -41.65,     -5.39
200904,    -79.56,    -50.74,     -8.82,    -74.18,    -48.22,    -13.09
200905,    -77.27,    -47.89,     -4.63,    -73.03,    -45.33,    -11.21
200906,    -70.10,    -39.26,      0.91,    -64.71,    -37.40,     -6.41
200907,    -62.41,    -29.93,     16.63,    -55.07,    -27.76,      5.05
200908,    -61.80,    -29.34,     21.47,    -55.31,    -27.95,      2.80
200909,    -58.30,    -24.59,     25.53,    -49.85,    -23.28,      7.71
200910,    -47.67,    -13.31,     52.26,    -35.75,    -11.16,     23.39
200911,    -26.75,     18.11,    135.29,    -10.95,     19.12,     80.01
200912,    -23.13,     27.78,    171.38,     -7.75,     29.03,    121.33
201001,    -23.75,     27.19,    187.03,     -7.64,     28.78,    116.95
201002,    -10.92,     48.33,    232.88,      6.88,     49.18,    159.71
201003,      2.32,     66.04,    289.64,     18.80,     65.96,    204.96
201004,     -2.71,     57.86,    245.33,     13.47,     58.67,    194.93
201005,     -6.29,     42.15,    175.53,     10.58,     42.60,    119.15
201006,     -4.23,     43.25,    167.21,      9.63,     42.85,    112.67
201007,    -14.22,     32.19,    147.14,      0.72,     31.46,     98.06
201008,    -27.28,     10.38,     84.22,    -13.39,     12.30,     55.09
201009,    -25.31,     13.33,     76.03,    -10.67,     14.50,     53.91
201010,    -35.81,      0.90,     49.77,    -22.63,      2.35,     36.68
201011,    -21.03,     17.36,     74.21,     -5.98,     18.71,     61.74
201012,    -19.91,     17.16,     75.31,     -6.59,     18.13,     61.64
201101,    -24.47,     14.04,     74.28,    -11.72,     14.00,     57.03
201102,    -16.11,     25.64,     90.71,      0.28,     26.49,     73.52
201103,    -17.58,     21.28,     82.88,     -1.53,     22.15,     63.48
201104,    -20.04,     18.02,     79.39,     -4.74,     18.56,     63.04
201105,    -24.43,     14.28,     71.42,     -7.80,     15.79,     59.25
201106,    -14.69,     28.04,     93.83,      2.93,     28.67,     78.71
201107,     -9.27,     34.99,    108.42,      8.10,     37.44,     91.62
201108,    -17.61,     23.68,     88.41,     -0.29,     25.40,     74.32
201109,    -13.96,     27.11,     94.75,      3.00,     28.46,     83.53
201110,    -30.49,      6.39,     54.39,    -16.35,      7.15,     46.24
201111,    -43.78,     -8.74,     29.60,    -31.66,     -7.64,     25.55
201112,    -35.52,      1.96,     45.54,    -22.88,      4.11,     35.29
201201,    -44.62,     -5.55,     36.40,    -33.21,     -3.07,     28.17
201202,    -45.34,     -5.80,     36.27,    -33.06,     -3.96,     28.18
201203,    -41.04,     -3.51,     34.20,    -29.41,     -2.82,     27.54
201204,    -38.92,     -3.66,     34.46,    -27.36,     -1.84,     27.86
201205,    -38.76,     -3.23,     35.97,    -26.47,     -1.56,     27.39
201206,    -38.58,     -2.09,     37.80,    -26.91,     -1.34,     28.99
201207,    -43.93,     -7.05,     35.46,    -33.52,     -6.56,     26.15
201208,    -40.26,     -0.81,     43.56,    -28.23,      0.41,     33.13
201209,    -32.43,      7.85,     57.55,    -20.52,      8.53,     43.27
201210,    -18.84,     24.97,     87.99,     -2.73,     24.79,     70.76
201211,    -26.76,     12.67,     68.68,    -13.28,     12.97,     52.11
201212,    -26.53,     11.85,     71.48,    -13.90,     12.44,     51.27
201301,    -25.62,     12.68,     73.82,    -11.88,     12.94,     53.15
201302,    -28.21,      9.99,     62.21,    -13.86,     10.02,     43.23
201303,    -25.41,     12.86,     64.10,    -10.37,     12.99,     45.56
201304,    -26.24,     11.37,     61.44,    -12.17,     11.88,     44.85
201305,    -21.92,     16.88,     71.41,     -6.43,     18.08,     53.01
201306,    -12.91,     26.71,     90.47,      1.34,     26.64,     67.59
201307,    -13.74,     26.46,     94.47,      1.27,     27.06,     68.67
201308,    -13.75,     26.69,     92.75,      0.61,     26.65,     71.17
201309,     -9.01,     30.74,    102.51,      4.78,     31.45,     77.27
201310,    -15.56,     22.09,     86.07,     -2.01,     22.54,     66.94
201311,    -10.12,     29.41,    100.64,      2.54,     30.40,     83.59
201312,     -7.86,     32.54,    101.95,      4.74,     33.32,     83.97
201401,     -8.35,     32.90,    104.38,      4.71,     33.26,     85.48
201402,    -10.82,     27.96,     94.82,      1.40,     28.62,     76.63
201403,    -12.86,     21.40,     92.42,     -1.99,     21.59,     73.48
201404,    -12.82,     21.37,     97.24,     -3.25,     21.84,     72.56
201405,    -12.85,     22.75,     99.74,     -1.58,     23.40,     66.65
201406,    -17.10,     16.44,     77.96,     -4.31,     17.37,     52.06
201407,    -15.09,     18.99,     81.89,     -2.81,     19.71,     56.91
201408,    -17.06,     15.86,     73.91,     -5.20,     17.07,     51.60
201409,    -18.66,     13.55,     64.89,     -6.93,     15.02,     48.87
201410,    -20.30,     12.62,     65.96,     -7.65,     14.36,     47.30
201411,    -28.33,      3.66,     52.84,    -15.67,      5.83,     36.69
201412,    -29.73,      5.34,     51.86,    -16.13,      6.92,     37.72
201501,    -34.12,      2.24,     50.24,    -20.44,      4.53,     34.49
201502,    -32.35,      8.91,     54.03,    -16.71,     10.26,     39.87
201503,    -39.81,     -0.02,     42.63,    -27.01,      1.28,     31.84
201504,    -35.45,      4.42,     50.72,    -20.97,      6.38,     38.26
201505,    -35.01,      7.81,     58.70,    -20.17,      9.59,     46.56
201506,    -32.76,      5.59,     52.17,    -18.13,      7.10,     39.88
201507,    -38.06,      2.55,     53.01,    -24.71,      4.32,     40.28
201508,    -36.55,      7.11,     58.59,    -21.47,      8.62,     49.15
201509,    -43.82,      1.77,     53.34,    -30.74,      3.32,     42.26
